2025-07-26 13:48:35.064 [main] INFO  [6e0c013c-d805-4336-9116-69f6dcefedda] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.663 [main] INFO  [4e899c52-00f1-4174-9ff7-9de9a5bf4fde] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.663 [main] INFO  [2d769940-eba8-4b44-9545-aaa7736e8805] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.664 [main] INFO  [adc08a20-e227-46a1-bdec-daa08a8a4510] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.664 [main] INFO  [4513f71d-c0ea-44cb-91eb-e657190b2504] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.665 [main] INFO  [65aba6dc-afba-4a54-9747-ad33e0691a48] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.665 [main] INFO  [8c1037ba-958e-4482-bbda-3d932957ca2c] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.666 [main] INFO  [3a4c6fa7-9396-45a6-ab56-11c1010d1bd7] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.666 [main] INFO  [1f383b87-3275-4210-b87a-81944c96e69d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.666 [main] INFO  [f39b3b7c-49ad-4d30-b68c-a7e86ee137a7] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.666 [main] INFO  [3f05623e-d265-447c-b3ee-d9555b32514b] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.667 [main] INFO  [3b08115c-dbe7-4990-839e-2921f6531e9c] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.667 [main] INFO  [47abbefb-bf0e-4fe8-ae3d-928e334846a5] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.667 [main] INFO  [0e57584b-b2e0-45b0-bcc3-728d81e0dc05] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.667 [main] INFO  [f7ebd7ca-843b-4892-b25e-7fa8cbd70465] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.667 [main] INFO  [53fda080-2412-4f33-8aca-732cb73ae28c] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.667 [main] INFO  [6962b93d-eb02-4a06-9abd-1247d22bd9d9] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.668 [main] INFO  [64f39147-45dc-42b1-bf38-4ec805f24a51] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.668 [main] INFO  [25d9840a-6adc-445b-9090-85bb49207a0d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.680 [main] INFO  [69fc0d08-e54e-48c8-8dc2-c778bec71414] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.680 [main] INFO  [69fc0d08-e54e-48c8-8dc2-c778bec71414] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Simple Test Rule
2025-07-26 17:02:11.680 [main] INFO  [69fc0d08-e54e-48c8-8dc2-c778bec71414] d.m.r.core.engine.config.RulesEngine - Rule 'Simple Test Rule' evaluated to true in 0.00ms
2025-07-26 17:02:11.682 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.682 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-26 17:02:11.682 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-26 17:02:11.682 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-26 17:02:11.682 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-26 17:02:11.682 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-26 17:02:11.682 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-26 17:02:11.683 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-26 17:02:11.683 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-26 17:02:11.683 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-26 17:02:11.683 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-26 17:02:11.683 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-26 17:02:11.683 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-26 17:02:11.683 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-26 17:02:11.683 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-26 17:02:11.683 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-26 17:02:11.683 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-26 17:02:11.683 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-26 17:02:11.684 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-26 17:02:11.684 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-26 17:02:11.684 [main] INFO  [e455e6d7-009d-4bf9-b65a-f2e4183e82df] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-26 17:02:11.685 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.685 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 17:02:11.686 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 17:02:11.686 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 17:02:11.686 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 17:02:11.686 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 17:02:11.686 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 17:02:11.686 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 17:02:11.686 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 17:02:11.686 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 17:02:11.686 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 17:02:11.686 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 17:02:11.687 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 17:02:11.687 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 17:02:11.687 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 17:02:11.687 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 17:02:11.687 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 17:02:11.687 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 17:02:11.687 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 17:02:11.687 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 17:02:11.687 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 17:02:11.687 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 17:02:11.688 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 17:02:11.688 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 17:02:11.688 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 17:02:11.688 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 17:02:11.688 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 17:02:11.688 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 17:02:11.688 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 17:02:11.688 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 17:02:11.688 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 17:02:11.688 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 17:02:11.688 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 17:02:11.688 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 17:02:11.688 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 17:02:11.688 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 17:02:11.688 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 17:02:11.689 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-26 17:02:11.689 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-26 17:02:11.689 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-26 17:02:11.689 [main] INFO  [8c99b23a-9c73-4aec-a703-43f355ce3a4b] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-26 17:02:11.703 [main] INFO  [73d7079b-4404-4f9f-ac3b-8d4547bb8534] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.704 [main] INFO  [ebc23da5-7b4d-4795-8445-4406aadc6fb9] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.705 [main] INFO  [93a1fbfc-4fc3-42a1-b509-8b85adc72fb7] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.706 [main] INFO  [0adc2973-2d52-4c99-af94-31aa05651793] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.707 [main] INFO  [0adc2973-2d52-4c99-af94-31aa05651793] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Error Rule
2025-07-26 17:02:11.707 [main] WARN  [0adc2973-2d52-4c99-af94-31aa05651793] d.m.r.core.engine.config.RulesEngine - Error evaluating rule 'Error Rule': EL1011E: Method call: Attempted to call method someMethod() on null context object
org.springframework.expression.spel.SpelEvaluationException: EL1011E: Method call: Attempted to call method someMethod() on null context object
	at spring.expression@5.3.30/org.springframework.expression.spel.ast.MethodReference.throwIfNotNullSafe(MethodReference.java:154)
	at spring.expression@5.3.30/org.springframework.expression.spel.ast.MethodReference.getValueRef(MethodReference.java:83)
	at spring.expression@5.3.30/org.springframework.expression.spel.ast.CompoundExpression.getValueRef(CompoundExpression.java:71)
	at spring.expression@5.3.30/org.springframework.expression.spel.ast.CompoundExpression.getValueInternal(CompoundExpression.java:92)
	at spring.expression@5.3.30/org.springframework.expression.spel.ast.SpelNodeImpl.getTypedValue(SpelNodeImpl.java:119)
	at spring.expression@5.3.30/org.springframework.expression.spel.standard.SpelExpression.getValue(SpelExpression.java:309)
	at dev.mars.rulesengine.core@1.0-SNAPSHOT/dev.mars.rulesengine.core.engine.config.RulesEngine.executeRule(RulesEngine.java:175)
	at dev.mars.rulesengine.core@1.0-SNAPSHOT/dev.mars.rulesengine.core.service.monitoring.RulePerformanceMonitorTest.testRuleWithException(RulePerformanceMonitorTest.java:234)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.junit.platform.commons.util.ReflectionUtils.invokeMethod(ReflectionUtils.java:728)
	at org.junit.jupiter.engine.execution.MethodInvocation.proceed(MethodInvocation.java:60)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain$ValidatingInvocation.proceed(InvocationInterceptorChain.java:131)
	at org.junit.jupiter.engine.extension.TimeoutExtension.intercept(TimeoutExtension.java:156)
	at org.junit.jupiter.engine.extension.TimeoutExtension.interceptTestableMethod(TimeoutExtension.java:147)
	at org.junit.jupiter.engine.extension.TimeoutExtension.interceptTestMethod(TimeoutExtension.java:86)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker$ReflectiveInterceptorCall.lambda$ofVoidMethod$0(InterceptingExecutableInvoker.java:103)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker.lambda$invoke$0(InterceptingExecutableInvoker.java:93)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain$InterceptedInvocation.proceed(InvocationInterceptorChain.java:106)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain.proceed(InvocationInterceptorChain.java:64)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain.chainAndInvoke(InvocationInterceptorChain.java:45)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain.invoke(InvocationInterceptorChain.java:37)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker.invoke(InterceptingExecutableInvoker.java:92)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker.invoke(InterceptingExecutableInvoker.java:86)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.lambda$invokeTestMethod$7(TestMethodTestDescriptor.java:218)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.invokeTestMethod(TestMethodTestDescriptor.java:214)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.execute(TestMethodTestDescriptor.java:139)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.execute(TestMethodTestDescriptor.java:69)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:151)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:141)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:139)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:138)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:95)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1597)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.invokeAll(SameThreadHierarchicalTestExecutorService.java:41)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:155)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:141)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:139)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:138)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:95)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1597)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.invokeAll(SameThreadHierarchicalTestExecutorService.java:41)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:155)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:141)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:139)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:138)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:95)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.submit(SameThreadHierarchicalTestExecutorService.java:35)
	at org.junit.platform.engine.support.hierarchical.HierarchicalTestExecutor.execute(HierarchicalTestExecutor.java:57)
	at org.junit.platform.engine.support.hierarchical.HierarchicalTestEngine.execute(HierarchicalTestEngine.java:54)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:198)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:169)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:93)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.lambda$execute$0(EngineExecutionOrchestrator.java:58)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.withInterceptedStreams(EngineExecutionOrchestrator.java:141)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:57)
	at org.junit.platform.launcher.core.DefaultLauncher.execute(DefaultLauncher.java:103)
	at org.junit.platform.launcher.core.DefaultLauncher.execute(DefaultLauncher.java:85)
	at org.junit.platform.launcher.core.DelegatingLauncher.execute(DelegatingLauncher.java:47)
	at org.apache.maven.surefire.junitplatform.LazyLauncher.execute(LazyLauncher.java:56)
	at org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.execute(JUnitPlatformProvider.java:184)
	at org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.invokeAllTests(JUnitPlatformProvider.java:148)
	at org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.invoke(JUnitPlatformProvider.java:122)
	at org.apache.maven.surefire.booter.ForkedBooter.runSuitesInProcess(ForkedBooter.java:385)
	at org.apache.maven.surefire.booter.ForkedBooter.execute(ForkedBooter.java:162)
	at org.apache.maven.surefire.booter.ForkedBooter.run(ForkedBooter.java:507)
	at org.apache.maven.surefire.booter.ForkedBooter.main(ForkedBooter.java:495)
2025-07-26 17:02:11.707 [main] INFO  [0adc2973-2d52-4c99-af94-31aa05651793] d.m.r.core.engine.config.RulesEngine - Attempting error recovery for rule 'Error Rule' using strategy: default
2025-07-26 17:02:11.707 [main] INFO  [0adc2973-2d52-4c99-af94-31aa05651793] d.m.r.core.engine.config.RulesEngine - Error recovery successful for rule 'Error Rule' using strategy: default
2025-07-26 17:02:11.708 [main] INFO  [2d018e51-9054-43f1-a8df-57611b2ece7f] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.708 [main] INFO  [2d018e51-9054-43f1-a8df-57611b2ece7f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: History Test Rule
2025-07-26 17:02:11.709 [main] INFO  [2d018e51-9054-43f1-a8df-57611b2ece7f] d.m.r.core.engine.config.RulesEngine - Rule 'History Test Rule' evaluated to true in 0.00ms
2025-07-26 17:02:11.709 [main] INFO  [2d018e51-9054-43f1-a8df-57611b2ece7f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: History Test Rule
2025-07-26 17:02:11.709 [main] INFO  [2d018e51-9054-43f1-a8df-57611b2ece7f] d.m.r.core.engine.config.RulesEngine - Rule 'History Test Rule' evaluated to true in 0.00ms
2025-07-26 17:02:11.709 [main] INFO  [2d018e51-9054-43f1-a8df-57611b2ece7f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: History Test Rule
2025-07-26 17:02:11.709 [main] INFO  [2d018e51-9054-43f1-a8df-57611b2ece7f] d.m.r.core.engine.config.RulesEngine - Rule 'History Test Rule' evaluated to true in 0.00ms
2025-07-26 17:02:11.709 [main] INFO  [2d018e51-9054-43f1-a8df-57611b2ece7f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: History Test Rule
2025-07-26 17:02:11.709 [main] INFO  [2d018e51-9054-43f1-a8df-57611b2ece7f] d.m.r.core.engine.config.RulesEngine - Rule 'History Test Rule' evaluated to true in 0.00ms
2025-07-26 17:02:11.709 [main] INFO  [2d018e51-9054-43f1-a8df-57611b2ece7f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: History Test Rule
2025-07-26 17:02:11.709 [main] INFO  [2d018e51-9054-43f1-a8df-57611b2ece7f] d.m.r.core.engine.config.RulesEngine - Rule 'History Test Rule' evaluated to true in 0.00ms
