2025-07-27 21:54:49.242 [main] INFO  [7b2bb83f-5a13-4d8e-9a47-4544df693e3c] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:12.936 [main] INFO  [234336b3-9c6d-4e99-9e91-b0b54d03ee10] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:12.936 [main] INFO  [234336b3-9c6d-4e99-9e91-b0b54d03ee10] d.m.r.core.engine.config.RulesEngine - Executing 1 rule groups
2025-07-27 22:31:12.936 [main] INFO  [234336b3-9c6d-4e99-9e91-b0b54d03ee10] d.m.r.core.engine.config.RulesEngine - No rule groups matched
2025-07-27 22:31:12.936 [main] INFO  [450268e8-98f5-4b94-bab9-33383dd3aba6] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:12.936 [main] INFO  [450268e8-98f5-4b94-bab9-33383dd3aba6] d.m.r.core.engine.config.RulesEngine - Executing 2 rules
2025-07-27 22:31:12.937 [main] INFO  [450268e8-98f5-4b94-bab9-33383dd3aba6] d.m.r.core.engine.config.RulesEngine - Rule matched: Income Rule
2025-07-27 22:31:12.937 [main] INFO  [0ae3a2ef-46cd-4a9b-b49c-b2bf2dad39e2] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:12.937 [main] INFO  [0ae3a2ef-46cd-4a9b-b49c-b2bf2dad39e2] d.m.r.core.engine.config.RulesEngine - No rule groups provided for execution
2025-07-27 22:31:12.937 [main] INFO  [47d0ed63-7211-4b7f-adc0-19fa61422f9b] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:12.937 [main] INFO  [47d0ed63-7211-4b7f-adc0-19fa61422f9b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Rule
2025-07-27 22:31:12.938 [main] INFO  [47d0ed63-7211-4b7f-adc0-19fa61422f9b] d.m.r.core.engine.config.RulesEngine - Rule 'Age Rule' evaluated to false in 0.00ms
2025-07-27 22:31:12.938 [main] INFO  [2421deca-97d1-444a-9208-694a4d21a786] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:12.938 [main] INFO  [2421deca-97d1-444a-9208-694a4d21a786] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Rule
2025-07-27 22:31:12.938 [main] INFO  [2421deca-97d1-444a-9208-694a4d21a786] d.m.r.core.engine.config.RulesEngine - Rule 'Age Rule' evaluated to true in 0.00ms
2025-07-27 22:31:12.939 [main] INFO  [64568595-cef5-4be5-bbdf-9fb8c00d80ba] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:12.939 [main] INFO  [64568595-cef5-4be5-bbdf-9fb8c00d80ba] d.m.r.core.engine.config.RulesEngine - Executing 1 rules/rule groups
2025-07-27 22:31:12.939 [main] INFO  [64568595-cef5-4be5-bbdf-9fb8c00d80ba] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-27 22:31:12.939 [main] INFO  [64568595-cef5-4be5-bbdf-9fb8c00d80ba] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-27 22:31:12.939 [main] INFO  [9d5e6529-75f2-4a94-9f9c-6abeb0707182] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:12.939 [main] INFO  [9d5e6529-75f2-4a94-9f9c-6abeb0707182] d.m.r.core.engine.config.RulesEngine - Executing rules for category: nonExistentCategory
2025-07-27 22:31:12.940 [main] INFO  [9d5e6529-75f2-4a94-9f9c-6abeb0707182] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 22:31:12.940 [main] INFO  [1103354b-94d6-4ad1-9976-1e561bb8f0d7] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:12.940 [main] INFO  [1103354b-94d6-4ad1-9976-1e561bb8f0d7] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Invalid Rule
2025-07-27 22:31:12.940 [main] WARN  [1103354b-94d6-4ad1-9976-1e561bb8f0d7] d.m.r.core.engine.config.RulesEngine - [TEST-EXPECTED-WARNING] Missing parameters for rule 'Invalid Rule': [nonExistentVariable]
2025-07-27 22:31:12.941 [main] INFO  [255e71e8-25bc-481a-87e5-b640cc1adc28] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:12.941 [main] INFO  [255e71e8-25bc-481a-87e5-b640cc1adc28] d.m.r.core.engine.config.RulesEngine - Executing rules for category: demographic
2025-07-27 22:31:12.941 [main] INFO  [255e71e8-25bc-481a-87e5-b640cc1adc28] d.m.r.core.engine.config.RulesEngine - Executing 1 rules/rule groups
2025-07-27 22:31:12.941 [main] INFO  [255e71e8-25bc-481a-87e5-b640cc1adc28] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-27 22:31:12.941 [main] INFO  [255e71e8-25bc-481a-87e5-b640cc1adc28] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-27 22:31:12.941 [main] INFO  [2c7987f0-a08b-4c5f-9783-f7eb695d8a89] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:12.941 [main] INFO  [2c7987f0-a08b-4c5f-9783-f7eb695d8a89] d.m.r.core.engine.config.RulesEngine - No rule provided for execution
2025-07-27 22:31:12.942 [main] INFO  [234be6e5-08b8-4766-aa7d-1be731867195] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:12.942 [main] INFO  [234be6e5-08b8-4766-aa7d-1be731867195] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 22:31:12.942 [main] INFO  [9d4d74ac-1ec8-45a1-b46e-7383f406349c] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:12.942 [main] INFO  [9d4d74ac-1ec8-45a1-b46e-7383f406349c] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 22:31:13.100 [main] INFO  [db84e47f-433f-4fb8-8b08-ac90ba161f7a] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.102 [main] INFO  [cad52b6e-cced-4a87-922d-c7629653b809] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.103 [main] INFO  [f1c8bc26-ce9e-48a0-9706-0e95c463998f] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.105 [main] INFO  [4097753c-062f-40db-bf5d-4c4a1122316e] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.105 [main] INFO  [b8fd9ff5-67ad-4fe1-b1e8-bd7c77a57c80] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.111 [main] INFO  [03227232-d0bc-4e96-b255-85f8e70ba968] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.111 [main] INFO  [03227232-d0bc-4e96-b255-85f8e70ba968] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Invalid Rule
2025-07-27 22:31:13.112 [main] WARN  [03227232-d0bc-4e96-b255-85f8e70ba968] d.m.r.core.engine.config.RulesEngine - Error evaluating rule 'Invalid Rule': EL1008E: Property or field 'nonExistentProperty' cannot be found on object of type 'dev.mars.rulesengine.core.service.error.ErrorHandlingTest$TestCustomer' - maybe not public or not valid?
org.springframework.expression.spel.SpelEvaluationException: EL1008E: Property or field 'nonExistentProperty' cannot be found on object of type 'dev.mars.rulesengine.core.service.error.ErrorHandlingTest$TestCustomer' - maybe not public or not valid?
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.PropertyOrFieldReference.readProperty(PropertyOrFieldReference.java:229)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.PropertyOrFieldReference.getValueInternal(PropertyOrFieldReference.java:112)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.PropertyOrFieldReference$AccessorValueRef.getValue(PropertyOrFieldReference.java:376)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.CompoundExpression.getValueInternal(CompoundExpression.java:97)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.OpEQ.getValueInternal(OpEQ.java:42)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.OpEQ.getValueInternal(OpEQ.java:32)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.SpelNodeImpl.getTypedValue(SpelNodeImpl.java:121)
	at spring.expression@6.2.1/org.springframework.expression.spel.standard.SpelExpression.getValue(SpelExpression.java:309)
	at dev.mars.rulesengine.core@1.0-SNAPSHOT/dev.mars.rulesengine.core.engine.config.RulesEngine.executeRule(RulesEngine.java:202)
	at dev.mars.rulesengine.core@1.0-SNAPSHOT/dev.mars.rulesengine.core.service.error.ErrorHandlingTest.testIntegratedErrorHandlingInRulesEngine(ErrorHandlingTest.java:201)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.junit.platform.commons.util.ReflectionUtils.invokeMethod(ReflectionUtils.java:767)
	at org.junit.jupiter.engine.execution.MethodInvocation.proceed(MethodInvocation.java:60)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain$ValidatingInvocation.proceed(InvocationInterceptorChain.java:131)
	at org.junit.jupiter.engine.extension.TimeoutExtension.intercept(TimeoutExtension.java:156)
	at org.junit.jupiter.engine.extension.TimeoutExtension.interceptTestableMethod(TimeoutExtension.java:147)
	at org.junit.jupiter.engine.extension.TimeoutExtension.interceptTestMethod(TimeoutExtension.java:86)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker$ReflectiveInterceptorCall.lambda$ofVoidMethod$0(InterceptingExecutableInvoker.java:103)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker.lambda$invoke$0(InterceptingExecutableInvoker.java:93)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain$InterceptedInvocation.proceed(InvocationInterceptorChain.java:106)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain.proceed(InvocationInterceptorChain.java:64)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain.chainAndInvoke(InvocationInterceptorChain.java:45)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain.invoke(InvocationInterceptorChain.java:37)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker.invoke(InterceptingExecutableInvoker.java:92)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker.invoke(InterceptingExecutableInvoker.java:86)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.lambda$invokeTestMethod$8(TestMethodTestDescriptor.java:217)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.invokeTestMethod(TestMethodTestDescriptor.java:213)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.execute(TestMethodTestDescriptor.java:138)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.execute(TestMethodTestDescriptor.java:68)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:156)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:146)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:144)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:143)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:100)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1597)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.invokeAll(SameThreadHierarchicalTestExecutorService.java:41)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:160)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:146)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:144)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:143)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:100)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1597)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.invokeAll(SameThreadHierarchicalTestExecutorService.java:41)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:160)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:146)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:144)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:143)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:100)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.submit(SameThreadHierarchicalTestExecutorService.java:35)
	at org.junit.platform.engine.support.hierarchical.HierarchicalTestExecutor.execute(HierarchicalTestExecutor.java:57)
	at org.junit.platform.engine.support.hierarchical.HierarchicalTestEngine.execute(HierarchicalTestEngine.java:54)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:198)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:169)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:93)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.lambda$execute$0(EngineExecutionOrchestrator.java:58)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.withInterceptedStreams(EngineExecutionOrchestrator.java:141)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:57)
	at org.junit.platform.launcher.core.DefaultLauncher.execute(DefaultLauncher.java:103)
	at org.junit.platform.launcher.core.DefaultLauncher.execute(DefaultLauncher.java:85)
	at org.junit.platform.launcher.core.DelegatingLauncher.execute(DelegatingLauncher.java:47)
	at org.apache.maven.surefire.junitplatform.LazyLauncher.execute(LazyLauncher.java:56)
	at org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.execute(JUnitPlatformProvider.java:184)
	at org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.invokeAllTests(JUnitPlatformProvider.java:148)
	at org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.invoke(JUnitPlatformProvider.java:122)
	at org.apache.maven.surefire.booter.ForkedBooter.runSuitesInProcess(ForkedBooter.java:385)
	at org.apache.maven.surefire.booter.ForkedBooter.execute(ForkedBooter.java:162)
	at org.apache.maven.surefire.booter.ForkedBooter.run(ForkedBooter.java:507)
	at org.apache.maven.surefire.booter.ForkedBooter.main(ForkedBooter.java:495)
2025-07-27 22:31:13.114 [main] INFO  [03227232-d0bc-4e96-b255-85f8e70ba968] d.m.r.core.engine.config.RulesEngine - Attempting error recovery for rule 'Invalid Rule' using strategy: default
2025-07-27 22:31:13.114 [main] INFO  [03227232-d0bc-4e96-b255-85f8e70ba968] d.m.r.core.engine.config.RulesEngine - Error recovery successful for rule 'Invalid Rule' using strategy: default
2025-07-27 22:31:13.115 [main] INFO  [a3cd2af1-c6ed-4cd6-8e39-1cb486022763] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.117 [main] INFO  [f8c31f28-7c70-4fd0-a732-607c9dd51cad] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.120 [main] INFO  [13385127-5fe6-4185-a52a-3d4333d800af] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.120 [main] INFO  [375d47c8-a2f2-4356-a38a-9dc6e088f3de] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.121 [main] INFO  [6db8cc99-f0d7-45e4-b781-29b58cc161bc] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.121 [main] INFO  [5b76bf85-2b58-4d09-8157-c4c456da23e3] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.121 [main] INFO  [c8cd6b80-c7a0-4cfc-bfc3-c0821af95ece] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.121 [main] INFO  [76c0d81f-6fb6-4786-8312-cc159179e2fb] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.122 [main] INFO  [79bc9dfa-0303-46a7-afb6-5010020b9375] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.122 [main] INFO  [75fef033-39a2-46a0-8379-096062da22dc] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.123 [main] INFO  [f0f52dd6-6778-4611-a8bd-cc974785ee7d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.123 [main] INFO  [0eba0ab1-0ebf-4357-9f85-f960057c96c6] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.123 [main] INFO  [7d38fdf7-b20b-4beb-adbc-a82555239d9f] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.123 [main] INFO  [b6da5462-1195-45e3-86b6-ae1192573550] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.123 [main] INFO  [4a13fc8c-6e8c-4536-ba5e-219038834681] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.123 [main] INFO  [b8e4ff58-2129-4e13-bbfe-947a14fc0764] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.124 [main] INFO  [142d9b62-3ecb-4368-9c29-5b4ed02bbe01] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.124 [main] INFO  [afaf889e-a388-4c2d-a0cb-0788b77189bf] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.124 [main] INFO  [1105394d-dbe8-420c-9f4d-2ad8b0e05383] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.124 [main] INFO  [a71f7c5b-af11-4afb-a42d-6e193492d652] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.136 [main] INFO  [0b6c4415-3a2c-49c6-bfa3-750de042cf91] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.136 [main] INFO  [85260add-5f8e-4eb3-bd9d-d376d466e4f5] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.136 [main] INFO  [00b304f0-e889-4e1c-b368-07b00e83c849] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.136 [main] INFO  [03333bd3-ff25-45c3-9f5e-925bbfdc373d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.137 [main] INFO  [9b9e024d-b8b6-4678-b690-a902e66ed1a3] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.137 [main] INFO  [ff798bbf-f892-44b5-9923-8e3e1f3630b4] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.137 [main] INFO  [3d530c76-c02f-4cf0-8d31-0d2ae1d84546] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.137 [main] INFO  [0bb77ef1-65da-4530-8c46-d215f2c5b6a1] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.138 [main] INFO  [a1544a20-b7b4-4138-8dc9-4cc6a30297be] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.138 [main] INFO  [8a9a662d-ad77-4942-927f-0acaf8d3b385] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.138 [main] INFO  [c1504fcc-4030-442f-b5ff-dcb5ee494b54] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.138 [main] INFO  [10347f60-2bed-49f4-ad9f-2867bbc303ff] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.139 [main] INFO  [40625d77-fc34-42f4-b989-6a502ce6a7bf] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.139 [main] INFO  [52896b8b-ecd1-4b6a-9005-6586b83e4722] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.139 [main] INFO  [c0242323-8f30-432d-babe-b6ae0d292953] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.139 [main] INFO  [2d865729-df92-4a27-be68-949eab4a67d5] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.140 [main] INFO  [f0d4726d-cb8f-412a-8b9e-1e69714f0707] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.140 [main] INFO  [7b982ee4-8543-422f-8ec0-393b2d8cf7ba] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.152 [main] INFO  [09e2bacb-04fd-487b-bbf6-1c63f32eea38] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.152 [main] INFO  [09e2bacb-04fd-487b-bbf6-1c63f32eea38] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Simple Test Rule
2025-07-27 22:31:13.152 [main] INFO  [09e2bacb-04fd-487b-bbf6-1c63f32eea38] d.m.r.core.engine.config.RulesEngine - Rule 'Simple Test Rule' evaluated to true in 0.00ms
2025-07-27 22:31:13.154 [main] INFO  [0e76389b-5032-4aab-9adf-0ba82fd16357] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:13.154 [main] INFO  [0e76389b-5032-4aab-9adf-0ba82fd16357] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-27 22:31:13.154 [main] INFO  [0e76389b-5032-4aab-9adf-0ba82fd16357] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-27 22:31:13.154 [main] INFO  [0e76389b-5032-4aab-9adf-0ba82fd16357] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-27 22:31:13.155 [main] INFO  [0e76389b-5032-4aab-9adf-0ba82fd16357] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-27 22:31:13.155 [main] INFO  [0e76389b-5032-4aab-9adf-0ba82fd16357] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-27 22:31:13.155 [main] INFO  [0e76389b-5032-4aab-9adf-0ba82fd16357] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-27 22:31:13.155 [main] INFO  [0e76389b-5032-4aab-9adf-0ba82fd16357] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-27 22:31:13.155 [main] INFO  [0e76389b-5032-4aab-9adf-0ba82fd16357] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-27 22:31:13.155 [main] INFO  [0e76389b-5032-4aab-9adf-0ba82fd16357] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-27 22:31:13.155 [main] INFO  [0e76389b-5032-4aab-9adf-0ba82fd16357] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-27 22:31:13.155 [main] INFO  [0e76389b-5032-4aab-9adf-0ba82fd16357] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
